Time/Residue,AFR5_R1.xvg,rmsd_ligand_md_A4482_R2.xvg
72.9700012,0.4926391,0.1765357
72.9800034,0.4827779,0.1644472
72.9900055,0.4916262,0.1605107
73.0,0.505126,0.1698449
73.0100021,0.512513,0.1685774
73.0200043,0.4935237,0.1663684
73.0300064,0.4869668,0.1614639
73.0400009,0.4996372,0.1743863
73.0500031,0.5011521,0.1745235
73.0600052,0.5071185,0.1764742
73.0699997,0.4890566,0.1698245
73.0800018,0.506066,0.1754097
73.090004,0.4774104,0.1806341
73.1000061,0.4926744,0.1700319
73.1100006,0.4911681,0.1657685
73.1200027,0.5052976,0.1718407
73.1300049,0.4799433,0.1779354
73.140007,0.4882358,0.1818531
73.1500015,0.5087452,0.1838057
73.1600037,0.4752873,0.1826642
73.1700058,0.4986496,0.1590376
73.1800003,0.4843468,0.1748191
73.1900024,0.5054567,0.1792599
73.2000046,0.4956233,0.1784039
73.2100067,0.4931726,0.1804711
73.2200012,0.4946696,0.1766012
73.2300034,0.497927,0.1669983
73.2400055,0.4923217,0.169625
73.25,0.4996398,0.1603621
73.2600021,0.4841017,0.1705965
73.2700043,0.5031111,0.1781252
73.2800064,0.5283583,0.1914548
73.2900009,0.5119567,0.1903051
73.3000031,0.5028304,0.1827427
73.3100052,0.4896725,0.1782201
73.3199997,0.5076719,0.1763131
73.3300018,0.4953024,0.1759122
73.340004,0.5045871,0.174029
73.3500061,0.4880269,0.1791962
73.3600006,0.5012694,0.1912653
73.3700027,0.4983427,0.170197
73.3800049,0.5010123,0.1436674
73.390007,0.501063,0.1579663
73.4000015,0.5192075,0.166007
73.4100037,0.502817,0.1527227
73.4200058,0.5149094,0.1636744
73.4300003,0.5147341,0.1607573
73.4400024,0.5254713,0.1498139
73.4500046,0.520207,0.1584657
73.4600067,0.4977205,0.1665678
73.4700012,0.4736747,0.166596
73.4800034,0.4885846,0.1609472
73.4900055,0.5120596,0.1634779
73.5,0.4956736,0.1582746
73.5100021,0.510757,0.1509949
73.5200043,0.5038411,0.1495062
73.5300064,0.5052905,0.1525252
73.5400009,0.487393,0.1566615
73.5500031,0.5002856,0.1536236
73.5600052,0.4935912,0.1594517
73.5699997,0.5209585,0.1824715
73.5800018,0.4895565,0.1600009
73.590004,0.4964347,0.1773553
73.6000061,0.4911062,0.1726761
73.6100006,0.486137,0.1768825
73.6200027,0.4845119,0.1641475
73.6300049,0.5193887,0.1773141
73.640007,0.5062418,0.1686177
73.6500015,0.5105749,0.1815987
73.6600037,0.5096328,0.1774111
73.6700058,0.5134081,0.1634873
73.6800003,0.5142401,0.1712497
73.6900024,0.5095,0.1712711
73.7000046,0.5231803,0.1720927
73.7100067,0.5143856,0.1773244
73.7200012,0.525579,0.1703663
73.7300034,0.5109597,0.1814074
73.7400055,0.5192207,0.1571086
73.75,0.5027544,0.1706072
73.7600021,0.494596,0.1797737
73.7700043,0.4733632,0.171122
73.7800064,0.4914099,0.1803245
73.7900009,0.4892134,0.1782814
73.8000031,0.5048363,0.1595465
73.8100052,0.4942954,0.1602361
73.8199997,0.4760424,0.1636462
73.8300018,0.4829528,0.1675853
73.840004,0.5066034,0.184423
73.8500061,0.4830386,0.1869887
73.8600006,0.4991086,0.1739591
73.8700027,0.4832413,0.1735476
73.8800049,0.5076369,0.1793074
73.890007,0.494471,0.1806682
73.9000015,0.5029036,0.1890227
73.9100037,0.515729,0.1795623
73.9200058,0.496785,0.1778402
73.9300003,0.4866389,0.1778126
73.9400024,0.5222822,0.1717103
73.9500046,0.5133045,0.1710507
73.9600067,0.5018543,0.1733114
73.9700012,0.5006561,0.1682218
73.9800034,0.4849872,0.1723941
73.9900055,0.5193064,0.1893084
74.0,0.514768,0.1781385
74.0100021,0.4827425,0.1751787
74.0200043,0.456836,0.1815334
74.0300064,0.4884582,0.1753499
74.0400009,0.5266252,0.181322
74.0500031,0.5066929,0.1803692
74.0600052,0.5341372,0.1679981
74.0700073,0.5027226,0.1663052
74.0800018,0.4970801,0.152141
74.090004,0.5218312,0.1564173
74.1000061,0.494907,0.1507532
74.1100006,0.4862459,0.1881638
74.1200027,0.4979573,0.1888483
74.1300049,0.4921429,0.187512
74.140007,0.5172254,0.1650157
74.1500015,0.4936621,0.2009724
74.1600037,0.4943873,0.1764138
74.1700058,0.5034418,0.1870138
74.1800003,0.4965573,0.1819659
74.1900024,0.4860297,0.1789979
74.2000046,0.4967729,0.1824671
74.2100067,0.5011777,0.1779564
74.2200012,0.4737848,0.1812324
74.2300034,0.4854355,0.1740347
74.2400055,0.4519392,0.1970027
74.25,0.4839436,0.1862323
74.2600021,0.4842275,0.1798338
74.2700043,0.4910508,0.1771906
74.2800064,0.4884721,0.175511
74.2900009,0.4666394,0.1729868
74.3000031,0.4823764,0.175516
74.3100052,0.4822917,0.1804188
74.3200073,0.4982794,0.175737
74.3300018,0.5162823,0.1728191
74.340004,0.4988613,0.175804
74.3500061,0.498211,0.1513484
74.3600006,0.4972742,0.1532201
74.3700027,0.4743918,0.1550288
74.3800049,0.4943187,0.1804412
74.390007,0.5114393,0.1757646
74.4000015,0.5037019,0.1602258
74.4100037,0.4994474,0.1731364
74.4200058,0.4986182,0.1723507
74.4300003,0.5030068,0.1694934
74.4400024,0.4973641,0.1704405
74.4500046,0.5050302,0.1814752
74.4600067,0.5063531,0.1783429
74.4700012,0.4825859,0.1663805
74.4800034,0.5069699,0.1735977
74.4900055,0.5063185,0.1792403
74.5,0.5251681,0.1699744
74.5100021,0.5027153,0.1732235
74.5200043,0.5187571,0.1862813
74.5300064,0.5330465,0.1743607
74.5400009,0.5019881,0.1697564
74.5500031,0.5173349,0.1614142
74.5600052,0.5153589,0.1596776
74.5700073,0.5089099,0.1527128
74.5800018,0.5041323,0.1576443
74.590004,0.4787103,0.161992
74.6000061,0.4916468,0.1522559
74.6100006,0.4936541,0.164255
74.6200027,0.4803092,0.1505587
74.6300049,0.4818023,0.1484457
74.640007,0.4824212,0.1405309
74.6500015,0.4800313,0.1390956
74.6600037,0.4806457,0.1545133
74.6700058,0.4713339,0.1569045
74.6800003,0.4698211,0.1499145
74.6900024,0.4811038,0.1462633
74.7000046,0.4774428,0.1427775
74.7100067,0.4836921,0.1577913
74.7200012,0.4770596,0.1476877
74.7300034,0.4869124,0.1500382
74.7400055,0.4707187,0.1488308
74.75,0.465734,0.1257927
74.7600021,0.4695293,0.1411417
74.7700043,0.4821399,0.1494659
74.7800064,0.4835341,0.1496263
74.7900009,0.4785705,0.1329531
74.8000031,0.4587764,0.1351753
74.8100052,0.4832534,0.1449172
74.8200073,0.4798889,0.1359501
74.8300018,0.4683835,0.1344423
74.840004,0.4784915,0.1459505
74.8500061,0.4978661,0.1470809
74.8600006,0.4814403,0.1330484
74.8700027,0.4716502,0.1463036
74.8800049,0.4794195,0.1417376
74.890007,0.4833064,0.1428064
74.9000015,0.4916799,0.1380863
74.9100037,0.4867568,0.1295833
74.9200058,0.4824739,0.1364759
74.9300003,0.4863116,0.1400795
74.9400024,0.48981,0.1464137
74.9500046,0.500738,0.137563
74.9600067,0.4927708,0.1423637
74.9700012,0.5130559,0.1453878
74.9800034,0.4759994,0.1427342
74.9900055,0.4909712,0.1478242
75.0,0.4792437,0.1515481
75.0100021,0.4840617,0.1419464
75.0200043,0.4857572,0.1414092
75.0300064,0.4854043,0.137081
75.0400009,0.488937,0.1376983
75.0500031,0.485506,0.1589406
75.0600052,0.4741014,0.1455797
75.0700073,0.4737746,0.1395457
75.0800018,0.4762436,0.1273355
75.090004,0.4877466,0.1420015
75.1000061,0.503264,0.1433205
75.1100006,0.4628152,0.1412174
75.1200027,0.4961478,0.1268008
75.1300049,0.4720099,0.128604
75.140007,0.4808334,0.1381879
75.1500015,0.4514892,0.1346226
75.1600037,0.475116,0.1273963
75.1700058,0.4615427,0.1248185
75.1800003,0.4624403,0.1263751
75.1900024,0.4734665,0.1244725
75.2000046,0.4810345,0.133378
75.2100067,0.4637316,0.1385553
75.2200012,0.4531783,0.1261199
75.2300034,0.4625981,0.1291193
75.2400055,0.4636831,0.1338754
75.25,0.4660917,0.1307094
75.2600021,0.4546123,0.1302923
75.2700043,0.4472192,0.1363476
75.2800064,5.9359479,0.1228935
75.2900009,5.9257689,0.1262715
75.3000031,6.9604812,0.1291227
75.3100052,6.9882541,0.1250305
75.3200073,0.4811941,0.1334034
75.3300018,0.4904124,0.1250799
75.340004,0.4957067,0.1287003
75.3500061,0.4754273,0.1273337
75.3600006,0.4684007,0.1240536
75.3700027,0.4712063,0.1311907
75.3800049,0.4668174,0.1300271
75.390007,0.4900203,0.1330005
75.4000015,0.4910631,0.1271994
75.4100037,0.495155,0.1385867
75.4200058,0.4473061,0.1331921
75.4300003,0.4957897,0.1215151
75.4400024,0.4837845,0.1363841
75.4500046,0.4874376,0.1287103
75.4600067,0.4562918,0.1289572
75.4700012,0.4756569,0.1342349
75.4800034,0.4733966,0.131277
75.4900055,0.5074716,0.1315081
75.5,0.4955434,0.1287339
75.5100021,0.4902601,0.1265329
75.5200043,0.4874479,0.1268918
75.5300064,0.495707,0.1356068
75.5400009,0.4845011,0.1335672
75.5500031,0.4868252,0.1267293
75.5600052,0.511638,0.1278349
75.5700073,0.4898594,0.1239531
75.5800018,0.5209435,0.1208021
75.590004,0.4628569,0.1184825
75.6000061,0.4984095,0.1333466
75.6100006,6.969955,0.1270738
75.6200027,0.4759388,0.1183746
75.6300049,0.5133724,0.1395459
75.640007,6.9846287,0.136565
75.6500015,0.4796386,0.1243727
75.6600037,0.4891566,0.131974
75.6700058,0.492932,0.1301942
75.6800003,0.4972139,0.1308248
75.6900024,0.4862779,0.1345906
75.7000046,0.5050386,0.1348939
75.7100067,6.9738011,0.1575178
75.7200012,0.4871805,0.1319858
75.7300034,0.4673187,0.1400272
75.7400055,6.9788098,0.1362369
75.75,6.9744473,0.1362655
75.7600021,5.9650178,0.1352466
75.7700043,5.9563112,0.1353665
75.7800064,6.9932351,0.1417654
75.7900009,7.0197186,0.1329347
75.8000031,6.9986572,0.1401291
75.8100052,5.9437594,0.1412017
75.8200073,5.966392,0.1359107
75.8300018,5.9495206,0.1265795
75.840004,7.0172272,0.1416367
75.8500061,7.0218687,0.1321954
75.8600006,6.999404,0.1327436
75.8700027,7.0262589,0.1322825
75.8800049,7.027575,0.1363713
75.890007,6.9819636,0.1431208
75.9000015,0.5028748,0.145701
75.9100037,0.4778154,0.1497342
75.9200058,0.5206896,0.1378884
75.9300003,0.4990207,0.1272293
75.9400024,0.5100131,0.1355482
75.9500046,0.4915741,0.1265278
75.9600067,0.4902682,0.1316323
75.9700012,0.5247611,0.1333016
75.9800034,0.4801479,0.1340187
75.9900055,7.0220366,0.149981
76.0,0.5137697,0.1300308
76.0100021,0.5083542,0.1346415
76.0200043,0.4923425,0.1269429
76.0300064,0.4872043,0.1476146
76.0400009,0.4940753,0.1286313
76.0500031,0.5303586,0.127192
76.0600052,0.4840288,0.1327519
76.0700073,0.5020584,0.1334379
76.0800018,0.5103916,0.1376134
76.090004,0.5138041,0.1487499
76.1000061,0.4963289,0.1352181
76.1100006,0.4842943,0.1436918
76.1200027,0.5226696,0.1341324
76.1300049,0.5291381,0.1393813
76.140007,0.4831956,0.1549255
76.1500015,0.4807404,0.1346005
76.1600037,0.5029829,0.1307766
76.1700058,0.5185333,0.1403643
76.1800003,0.5339308,0.1504817
76.1900024,0.5004093,0.1457542
76.2000046,0.4967008,0.1437392
76.2100067,0.5174559,0.1373372
76.2200012,0.4944223,0.1427326
76.2300034,0.4941465,0.1392994
76.2400055,0.5123882,0.1311709
76.25,0.4743355,0.1385408
76.2600021,0.4971455,0.143548
76.2700043,0.5144511,0.1454306
76.2800064,0.5137006,0.1519974
76.2900009,0.5168442,0.1422381
76.3000031,0.5100061,0.1423257
76.3100052,0.5085169,0.1351361
76.3200073,0.4850631,0.1349701
76.3300018,0.5112938,0.1242195
76.340004,0.5034546,0.1392251
76.3500061,0.5079448,0.1356142
76.3600006,0.5010028,0.1344647
76.3700027,0.4734265,0.133684
76.3800049,0.4717881,0.1268602
76.390007,0.4963581,0.1353428
76.4000015,0.5037095,0.1272733
76.4100037,0.4834069,0.1256696
76.4200058,0.4781547,0.135177
76.4300003,0.4911283,0.1312962
76.4400024,0.4708521,0.126389
76.4500046,0.4937014,0.1245831
76.4600067,0.4912702,0.1376566
76.4700012,0.4736253,0.1302396
76.4800034,0.4791897,0.1194401
76.4900055,0.4843897,0.1225408
76.5,0.4801071,0.1220559
76.5100021,0.4857673,0.1360038
76.5200043,0.4876931,0.1268757
76.5300064,0.4648932,0.1288671
76.5400009,0.4868266,0.1232682
76.5500031,0.4715771,0.1348568
76.5600052,0.4891705,0.1347201
76.5700073,0.4831349,0.1397438
76.5800018,0.4890504,0.1229794
76.590004,0.48436,0.1291814
76.6000061,0.4927631,0.1284974
76.6100006,0.4770652,0.1237033
76.6200027,0.471747,0.1296641
76.6300049,0.4639914,0.1366305
76.640007,0.4581447,0.1339933
76.6500015,0.5103467,0.1354887
76.6600037,0.5017191,0.1268058
76.6700058,0.4631855,0.1214015
76.6800003,0.4608445,0.1242685
76.6900024,0.4617526,0.1261374
76.7000046,0.5071019,0.123033
76.7100067,0.4995591,0.1285603
76.7200012,0.5004808,0.1255469
76.7300034,0.5331947,0.1237497
76.7400055,0.4959468,0.1240488
76.75,0.5126024,0.1239233
76.7600021,0.5125068,0.1204017
76.7700043,7.0215545,0.1307676
76.7800064,0.5079775,0.1211899
76.7900009,0.5037728,0.1296487
76.8000031,5.956368,0.1279107
76.8100052,5.9310889,0.1310037
76.8200073,0.4944217,0.1322112
76.8300018,0.5021342,0.1331697
76.840004,0.5141857,0.1277395
76.8500061,0.5099614,0.1327153
76.8600006,0.5158836,0.1399413
76.8700027,5.9805989,0.1345655
76.8800049,5.9550962,0.128696
76.890007,0.5092282,0.1332008
76.9000015,0.5013195,0.1338129
76.9100037,0.5009541,0.1321208
76.9200058,0.5153259,0.1254524
76.9300003,5.9366364,0.1338041
76.9400024,0.4960461,0.1241385
76.9500046,5.9680147,0.1330483
76.9600067,5.9544892,0.1372997
76.9700012,0.5043813,0.133621
76.9800034,0.5024943,0.1436157
76.9900055,0.5035306,0.1427418
77.0,0.5006191,0.1338222
77.0100021,0.5066637,0.139355
77.0200043,5.9694076,0.1382313
77.0300064,0.5177203,0.1482162
77.0400009,0.5164095,0.1464944
77.0500031,0.5016536,0.1294519
77.0600052,0.5208703,0.1431698
77.0700073,0.5116498,0.138663
77.0800018,0.5175979,0.1310432
77.090004,0.4907933,0.1398657
77.1000061,0.4845263,0.1274042
77.1100006,0.5139158,0.1344122
77.1200027,0.4765331,0.1385286
77.1300049,0.5038892,0.1356307
77.140007,0.4919809,0.1421532
77.1500015,0.5063308,0.1259407
77.1600037,0.4867308,0.1405613
77.1700058,0.4890625,0.1341747
77.1800003,0.524598,0.1357279
77.1900024,0.4956664,0.1293401
77.2000046,0.5059707,0.1327015
77.2100067,0.4900209,0.1262757
77.2200012,0.5012942,0.1302771
77.2300034,0.5146056,0.1506037
77.2400055,0.5078217,0.1390781
77.25,0.5143238,0.1297719
77.2600021,0.5058936,0.131793
77.2700043,0.4972947,0.142451
77.2800064,0.4885637,0.1369942
77.2900009,0.502712,0.1251052
77.3000031,0.4935828,0.1190874
77.3100052,0.5056031,0.1288268
77.3200073,0.5109565,0.1214083
77.3300018,0.5078196,0.1176367
77.340004,0.491693,0.1350846
77.3500061,0.4897635,0.1287771
77.3600006,0.4817233,0.1264206
77.3700027,0.4843165,0.122618
77.3800049,0.4971932,0.1301749
77.390007,0.4932246,0.1425554
77.4000015,0.477917,0.1313973
77.4100037,0.4865115,0.1187891
77.4200058,0.4934621,0.1346099
77.4300003,0.4880647,0.1247544
77.4400024,0.5225049,0.1389494
77.4500046,0.4917276,0.1222188
77.4600067,0.4876623,0.1267422
77.4700012,0.4863368,0.1392604
77.4800034,0.4863007,0.1216139
77.4900055,0.4747599,0.1298329
77.5,0.4749889,0.1236539
77.5100021,0.4744347,0.1230088
77.5200043,0.4917808,0.1258232
77.5300064,0.4728505,0.129319
77.5400009,0.4799196,0.129682
77.5500031,0.4883151,0.1377671
77.5600052,0.485847,0.1243348
77.5700073,0.5036471,0.1305557
77.5800018,0.4941182,0.1325136
77.590004,0.5093941,0.1237826
77.6000061,0.5433357,0.1317584
77.6100006,0.510413,0.1223326
77.6200027,0.5004665,0.1281905
77.6300049,0.5034687,0.121067
77.640007,0.5097842,0.1248295
77.6500015,0.5020133,0.1395359
77.6600037,0.4869121,0.1306731
77.6700058,0.5053279,0.1251097
77.6800003,0.5005917,0.1262979
77.6900024,0.4955652,0.1226357
77.7000046,0.4952922,0.1230509
77.7100067,0.5016976,0.1257189
77.7200012,0.5221605,0.1370037
77.7300034,0.5011919,0.1340173
77.7400055,0.4941055,0.1273641
77.75,0.5060058,0.1270191
77.7600021,0.4955656,0.1331204
77.7700043,0.5095584,0.1385919
77.7800064,0.5068686,0.148103
77.7900009,0.4880885,0.1311075
77.8000031,0.5013359,0.1441939
77.8100052,0.497488,0.1422543
77.8200073,0.5267799,0.1371439
77.8300018,0.5227742,0.1353153
77.840004,0.5011089,0.1249217
77.8500061,0.5220059,0.1266549
77.8600006,0.5093816,0.1251907
77.8700027,0.4974217,0.1258172
77.8800049,7.005754,0.1325231
77.890007,0.5014287,0.1318612
77.9000015,0.4955514,0.1351514
77.9100037,0.4973628,0.1405971
77.9200058,6.9998641,0.1418477
77.9300003,6.978231,0.1342977
77.9400024,6.978857,0.1287753
77.9500046,0.514155,0.128617
77.9600067,0.5108334,0.1278597
77.9700012,6.9900641,0.1352966
77.9800034,0.5239615,0.1332904
77.9900055,0.4885406,0.1371635
78.0,0.504436,0.1325555
78.0100021,0.5099251,0.137456
78.0200043,0.505937,0.1269069
78.0300064,0.537405,0.1320223
78.0400009,0.5439958,0.142209
78.0500031,6.9683423,0.1357534
78.0600052,0.5087081,0.1425477
78.0700073,0.5101516,0.1274864
78.0800018,0.5030338,0.1278998
78.090004,0.4924842,0.1245998
78.1000061,0.5138691,0.1351651
78.1100006,0.5283544,0.1367004
78.1200027,0.5023345,0.1483551
78.1300049,0.5028422,0.1364455
78.140007,0.5075044,0.1451854
78.1500015,0.5118313,0.1364507
78.1600037,0.5077347,0.1244202
78.1700058,0.5074306,0.1389359
78.1800003,0.5055506,0.1380304
78.1900024,0.4949146,0.1323705
78.2000046,0.5046244,0.1381511
78.2100067,0.4943619,0.1329176
78.2200012,0.5079421,0.1359215
78.2300034,0.5260408,0.1262735
78.2400055,0.5020236,0.1313737
78.25,0.4891438,0.1291457
78.2600021,0.4971534,0.134316
78.2700043,0.4813533,0.1243339
78.2800064,0.4882199,0.1380003
78.2900009,0.4750035,0.138585
78.3000031,0.4750083,0.1426122
78.3100052,0.4840797,0.137749
78.3200073,0.4858834,0.146045
78.3300018,0.5181717,0.128658
78.340004,6.9544792,0.14309
78.3500061,0.48945,0.1480516
78.3600006,0.5170028,0.1524578
78.3700027,0.4919488,0.1558004
78.3800049,0.4989367,0.1449913
78.390007,5.9600029,0.1554881
78.4000015,0.5110461,0.1506709
78.4100037,0.5047938,0.1390981
78.4200058,0.4760149,0.1454775
78.4300003,0.4533472,0.1345342
78.4400024,0.4648098,0.1381451
78.4500046,0.5224295,0.1401641
78.4600067,0.4874323,0.143008
78.4700012,5.9495077,0.1357195
78.4800034,0.4757838,0.1371963
78.4900055,5.9638557,0.1460294
78.5,5.964519,0.1321236
78.5100021,5.9731092,0.1549483
78.5200043,5.9887791,0.138644
78.5300064,5.9582357,0.1568906
78.5400009,5.9484243,0.1413827
78.5500031,5.9477539,0.142414
78.5600052,5.9527874,0.1477064
78.5700073,5.9494743,0.149283
78.5800018,5.9392438,0.1571784
78.590004,5.9391451,0.1331876
78.6000061,6.9562201,0.1598098
78.6100006,6.9605756,0.1474946
78.6200027,5.9647813,0.14753
78.6300049,6.9522514,0.1463521
78.640007,5.9805827,0.1297532
78.6500015,0.5136868,0.1348236
78.6600037,0.5013806,0.1369524
78.6700058,0.5170624,0.1301096
78.6800003,6.9589705,0.1342356
78.6900024,0.490826,0.1337298
78.7000046,0.5048037,0.1408219
78.7100067,6.9637527,0.1528603
78.7200012,6.9961381,0.1460259
78.7300034,6.9844084,0.1361272
78.7400055,6.991591,0.1543511
78.75,6.993165,0.1466052
78.7600021,5.959682,0.1533979
78.7700043,5.9597921,0.1433269
78.7800064,7.0163331,0.1409896
78.7900009,5.9350286,0.1491928
78.8000031,5.934341,0.1385989
78.8100052,6.9934969,0.1430016
78.8200073,5.9658322,0.1488642
78.8300018,5.9375181,0.140156
78.840004,5.9113221,0.1477977
78.8500061,6.9958229,0.1404343
78.8600006,5.9334197,0.1483181
78.8700027,5.9169326,0.1468954
78.8800049,6.9972978,0.1528928
78.890007,5.935379,0.1385744
78.9000015,5.9406385,0.1564981
78.9100037,5.9203734,0.1430959
78.9200058,5.945632,0.1411308
78.9300003,5.9352555,0.1466248
78.9400024,5.9139137,0.1450512
78.9500046,5.9095974,0.1400737
78.9600067,5.8899198,0.1392797
78.9700012,5.8820095,0.151401
78.9800034,5.9002514,0.1393427
78.9900055,5.9064069,0.1480368
79.0,5.8858204,0.1499287
79.0100021,5.8803172,0.1335123
79.0200043,5.8829603,0.1446865
79.0300064,5.9139514,0.142628
79.0400009,5.9044552,0.1419088
79.0500031,5.8975849,0.1353733
79.0600052,5.890317,0.1425173
79.0700073,5.9145322,0.141665
79.0800018,5.8619628,0.1429266
79.090004,5.9059482,0.1329406
79.1000061,5.8920588,0.1405969
79.1100006,5.9007583,0.1383786
79.1200027,5.9208808,0.1414132
79.1300049,5.9363112,0.143344
79.140007,5.9276419,0.1251075
79.1500015,5.8960104,0.144551
79.1600037,5.9224911,0.1314389
79.1700058,5.9403915,0.1347841
79.1800003,5.9334245,0.1545713
79.1900024,5.8877635,0.1499056
79.2000046,5.8993387,0.1500046
79.2100067,5.8870721,0.1467073
79.2200012,5.9372602,0.1485688
79.2300034,5.9159055,0.1384793
79.2400055,5.9032273,0.1389997
79.25,5.9261889,0.1331693
79.2600021,5.9378381,0.1417031
79.2700043,5.9542656,0.1327351
79.2800064,5.935667,0.1302589
79.2900009,5.9176245,0.1366584
79.3000031,5.9239893,0.1356761
79.3100052,5.9393463,0.1385832
79.3200073,5.9273658,0.1305238
79.3300018,5.9058652,0.1354401
79.340004,5.8962083,0.1416589
79.3500061,5.9119763,0.1296098
79.3600006,6.9980779,0.1358147
79.3700027,5.9059505,0.1422172
79.3800049,5.890379,0.1348698
79.390007,5.8871875,0.1269902
79.4000015,5.9077687,0.1312739
79.4100037,5.9186893,0.1241215
79.4200058,5.8990388,0.1307269
79.4300003,5.9293056,0.1347955
79.4400024,5.9374757,0.1273389
79.4500046,5.9296284,0.1338561
79.4600067,5.9222703,0.1318084
79.4700012,5.9103565,0.1360864
79.4800034,5.8831596,0.139658
79.4900055,5.9057822,0.1466571
79.5,5.9221854,0.1323314
79.5100021,5.9165897,0.1397442
79.5200043,5.9136825,0.1486063
79.5300064,5.9022107,0.1405402
79.5400009,5.9167166,0.1374569
79.5500031,5.9204702,0.1307831
79.5600052,5.9149561,0.1259851
79.5700073,5.9001555,0.1446972
79.5800018,5.9254518,0.1323258
79.590004,5.9045672,0.1474653
79.6000061,5.9295712,0.1354783
79.6100006,5.9437723,0.1451532
79.6200027,5.9333396,0.1402651
79.6300049,5.9111242,0.1355229
79.640007,5.9417758,0.1367079
79.6500015,5.9411426,0.1393791
79.6600037,5.9324775,0.132338
79.6700058,5.940721,0.1240514
79.6800003,5.9530911,0.1254144
79.6900024,5.9106927,0.1308211
79.7000046,5.8951597,0.1297219
79.7100067,5.9228406,0.126363
79.7200012,5.9261708,0.1322921
79.7300034,5.9212213,0.1336679
79.7400055,5.9276738,0.1330902
79.75,5.9043078,0.1270691
79.7600021,5.9010253,0.1189883
79.7700043,5.9025331,0.1312519
79.7800064,5.9213805,0.1373402
79.7900009,5.9194655,0.1320886
79.8000031,5.9238639,0.1321521
79.8100052,5.9127932,0.1328672
79.8200073,5.9214082,0.1324792
79.8300018,5.9501357,0.1302737
79.840004,5.9434733,0.1402889
79.8500061,5.9049349,0.1386315
79.8600006,5.9043512,0.1468296
79.8700027,5.8799562,0.1391033
79.8800049,5.9152932,0.1303467
79.890007,5.9339304,0.1430266
79.9000015,5.9119883,0.1436319
79.9100037,5.896935,0.1403979
79.9200058,5.9187284,0.1381475
79.9300003,5.9241371,0.1437416
79.9400024,0.4834645,0.1397164
79.9500046,0.4871012,0.1402968
79.9600067,0.4947698,0.1213397
79.9700012,0.5036855,0.1245569
79.9800034,0.5005358,0.1260028
79.9900055,0.481441,0.1325613
80.0,5.9197593,0.1320199
80.0100021,5.9170885,0.1376882
80.0200043,5.9400115,0.1227004
80.0300064,5.9221234,0.1317629
80.0400009,5.919507,0.1255603
80.0500031,5.9069834,0.1312591
80.0600052,5.9110303,0.1330906
80.0700073,5.8713093,0.1268011
80.0800018,5.9004545,0.12942
80.090004,5.9083586,0.127384
80.1000061,5.8931608,0.1343652
80.1100006,5.8895612,0.135866
80.1200027,5.8987575,0.1440229
80.1300049,5.9131379,0.1325431
80.140007,5.9012685,0.128545
80.1500015,5.9198556,0.1346236
80.1600037,5.9057813,0.1292664
80.1700058,5.9055262,0.1335152
80.1800003,5.9251776,0.1400736
80.1900024,5.930275,0.1374954
80.2000046,5.9110303,0.1387
80.2100067,5.8991923,0.1321358
80.2200012,5.9122896,0.131465
80.2300034,5.8991694,0.13182
80.2400055,5.9135756,0.1326563
80.25,5.8991528,0.13697
80.2600021,5.9214396,0.139094
80.2700043,5.9181838,0.1349041
80.2800064,5.9278841,0.1479919
80.2900009,5.9200664,0.1326477
80.3000031,5.9012942,0.1306077
80.3100052,5.9115353,0.1257249
80.3200073,5.9022298,0.1205379
80.3300018,5.8938589,0.137656
80.340004,5.8849292,0.1378161
80.3500061,5.9091539,0.1287893
80.3600006,5.8860426,0.1257453
80.3700027,5.9015288,0.1336584
80.3800049,5.8858943,0.1418465
80.390007,5.898458,0.1329341
80.4000015,5.9054217,0.1425093
80.4100037,5.8864818,0.1304689
80.4200058,5.8868771,0.1369462
80.4300003,5.8990898,0.1377313
80.4400024,5.8782363,0.135862
80.4500046,5.8661599,0.1435308
80.4600067,5.9063449,0.1368011
80.4700012,5.8886218,0.1459135
80.4800034,5.9073739,0.1345097
80.4900055,5.8986874,0.137455
80.5000076,5.8861861,0.1335254
80.5100021,5.8774319,0.1292021
80.5200043,5.9095917,0.1346901
80.5300064,5.8805509,0.1407918
80.5400009,5.8926616,0.1324726
80.5500031,5.8973532,0.1415226
80.5600052,5.895782,0.1375294
80.5700073,5.8897333,0.1284775
80.5800018,5.879581,0.1254941
80.590004,5.8778152,0.11834
80.6000061,5.8828707,0.1298328
80.6100006,5.8941603,0.1225566
80.6200027,5.8803358,0.1306401
80.6300049,5.895596,0.1347883
80.640007,5.8882389,0.1343117
80.6500015,5.8742409,0.1317454
80.6600037,5.8865461,0.135356
80.6700058,5.8803883,0.1268545
80.6800003,5.9020987,0.1352631
80.6900024,5.8603988,0.1350759
80.7000046,5.8783646,0.133216
80.7100067,5.8949819,0.1308315
80.7200012,5.8825445,0.1299583
80.7300034,5.8814602,0.1390242
80.7400055,5.8824291,0.1301224
80.7500076,5.8678765,0.1390273
80.7600021,5.8848886,0.1321556
80.7700043,5.8658247,0.1384701
80.7800064,5.8794508,0.1349417
80.7900009,5.8762908,0.1315677
80.8000031,5.8850799,0.142272
80.8100052,5.8681479,0.1458099
80.8200073,5.8727794,0.1414644
80.8300018,5.8851075,0.1446136
80.840004,5.8589587,0.1300916
80.8500061,5.8547063,0.1222164
80.8600006,5.8763461,0.1403448
